序号,城市,公司名称,公司类型,目标岗位,总分,入门友好度,注册资本,成立年,登记状态,BOSS搜索,智联搜索,电话/邮箱,投递方式,已确认岗位,是否在招,联系状态,备注
176,南京,南京零探智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,248.0,46.0,695.2223万人民币,2021,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E9%9B%B6%E6%8E%A2%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E9%9B%B6%E6%8E%A2%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
177,南京,南京三万物联网科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,247.0,43.0,2060.595万人民币,2017,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E4%B8%89%E4%B8%87%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E4%B8%89%E4%B8%87%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
178,南京,南京万资达物联网科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,247.0,43.0,1550万人民币,2014,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E4%B8%87%E8%B5%84%E8%BE%BE%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E4%B8%87%E8%B5%84%E8%BE%BE%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
179,南京,南京光蓝物联网科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,247.0,43.0,1000万人民币,2019,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E5%85%89%E8%93%9D%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E5%85%89%E8%93%9D%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
180,南京,南京诚迈物联网科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,247.0,43.0,3000万人民币,2009,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E8%AF%9A%E8%BF%88%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E8%AF%9A%E8%BF%88%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
181,南京,南京恒创智云计算科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,247.0,43.0,1120万人民币,2019,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%81%92%E5%88%9B%E6%99%BA%E4%BA%91%E8%AE%A1%E7%AE%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%81%92%E5%88%9B%E6%99%BA%E4%BA%91%E8%AE%A1%E7%AE%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
182,南京,南京精一软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,246.0,49.0,100万人民币,2021,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E7%B2%BE%E4%B8%80%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E7%B2%BE%E4%B8%80%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
183,南京,南京方新智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,245.0,43.0,500万人民币,2013,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%96%B9%E6%96%B0%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%96%B9%E6%96%B0%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
184,南京,南京灵越智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,245.0,43.0,500万人民币,2016,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E7%81%B5%E8%B6%8A%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E7%81%B5%E8%B6%8A%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
185,南京,南京瀚辰智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,245.0,43.0,800万人民币,2017,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E7%80%9A%E8%BE%B0%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E7%80%9A%E8%BE%B0%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
186,南京,南京数字空间系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,245.0,43.0,1000万人民币,2021,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%95%B0%E5%AD%97%E7%A9%BA%E9%97%B4%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%95%B0%E5%AD%97%E7%A9%BA%E9%97%B4%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
187,南京,南京苏蝶软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,244.0,38.0,600万人民币,2006,在业,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E8%8B%8F%E8%9D%B6%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E8%8B%8F%E8%9D%B6%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
188,南京,南京灿煜智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,243.0,46.0,205万人民币,2017,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E7%81%BF%E7%85%9C%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E7%81%BF%E7%85%9C%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
189,南京,南京能猫空间云计算科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,43.0,1000万人民币,2022,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E8%83%BD%E7%8C%AB%E7%A9%BA%E9%97%B4%E4%BA%91%E8%AE%A1%E7%AE%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E8%83%BD%E7%8C%AB%E7%A9%BA%E9%97%B4%E4%BA%91%E8%AE%A1%E7%AE%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
190,南京,南京苏邦软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,41.0,200万人民币,2017,在业,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E8%8B%8F%E9%82%A6%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E8%8B%8F%E9%82%A6%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
191,南京,南京维岸云计算科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,241.0,47.0,1000万人民币,2024,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E7%BB%B4%E5%B2%B8%E4%BA%91%E8%AE%A1%E7%AE%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E7%BB%B4%E5%B2%B8%E4%BA%91%E8%AE%A1%E7%AE%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
192,南京,南京天璇物联网科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,241.0,46.0,517.61万人民币,2020,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E5%A4%A9%E7%92%87%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E5%A4%A9%E7%92%87%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
193,南京,南京比迪物联网科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,241.0,46.0,500万人民币,2020,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%AF%94%E8%BF%AA%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%AF%94%E8%BF%AA%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
194,南京,南京复翼软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,240.0,41.0,100万人民币,2017,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E5%A4%8D%E7%BF%BC%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E5%A4%8D%E7%BF%BC%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
195,南京,南京海云天软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,240.0,41.0,100万人民币,2015,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%B5%B7%E4%BA%91%E5%A4%A9%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%B5%B7%E4%BA%91%E5%A4%A9%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
196,南京,南京拓高软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,240.0,41.0,100万人民币,2011,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%8B%93%E9%AB%98%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%8B%93%E9%AB%98%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
197,南京,南京仓三十九系统集成工程有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,239.0,46.0,500万人民币,2018,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E4%BB%93%E4%B8%89%E5%8D%81%E4%B9%9D%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E5%B7%A5%E7%A8%8B%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E4%BB%93%E4%B8%89%E5%8D%81%E4%B9%9D%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E5%B7%A5%E7%A8%8B%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
198,南京,南京普杰物联网技术有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,239.0,43.0,1000万人民币,2008,在业,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E4%BA%AC%E6%99%AE%E6%9D%B0%E7%89%A9%E8%81%94%E7%BD%91%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E4%BA%AC%E6%99%AE%E6%9D%B0%E7%89%A9%E8%81%94%E7%BD%91%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
199,南通,南通利锋人工智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,49.0,200万人民币,2022,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E9%80%9A%E5%88%A9%E9%94%8B%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E9%80%9A%E5%88%A9%E9%94%8B%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
200,南通,南通云翼人工智能科技有限公司,微型/初创,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,239.0,49.0,50万人民币,2020,存续,https://www.zhipin.com/web/geek/job?query=%E5%8D%97%E9%80%9A%E4%BA%91%E7%BF%BC%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%8D%97%E9%80%9A%E4%BA%91%E7%BF%BC%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
201,徐州,徐州星宸智能信息科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,243.0,47.0,1000万人民币,2026,存续,https://www.zhipin.com/web/geek/job?query=%E5%BE%90%E5%B7%9E%E6%98%9F%E5%AE%B8%E6%99%BA%E8%83%BD%E4%BF%A1%E6%81%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E5%BE%90%E5%B7%9E%E6%98%9F%E5%AE%B8%E6%99%BA%E8%83%BD%E4%BF%A1%E6%81%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
202,江苏（城市待核实）,江苏采木工业互联网科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,262.0,43.0,2000万人民币,2019,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E9%87%87%E6%9C%A8%E5%B7%A5%E4%B8%9A%E4%BA%92%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E9%87%87%E6%9C%A8%E5%B7%A5%E4%B8%9A%E4%BA%92%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
203,江苏（城市待核实）,江苏虫洞智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,261.0,43.0,1000万人民币,2018,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E8%99%AB%E6%B4%9E%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E8%99%AB%E6%B4%9E%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
204,江苏（城市待核实）,云圣智能科技股份有限公司,中小集团,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,258.0,35.0,2000万人民币,2017,存续,https://www.zhipin.com/web/geek/job?query=%E4%BA%91%E5%9C%A3%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E4%BA%91%E5%9C%A3%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
205,江苏（城市待核实）,江苏太湖云计算信息技术股份有限公司,中小集团,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,258.0,35.0,3954万人民币,2009,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E5%A4%AA%E6%B9%96%E4%BA%91%E8%AE%A1%E7%AE%97%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E5%A4%AA%E6%B9%96%E4%BA%91%E8%AE%A1%E7%AE%97%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
206,江苏（城市待核实）,江苏视界关信息科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,256.0,42.0,1000万人民币,2013,在业,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E8%A7%86%E7%95%8C%E5%85%B3%E4%BF%A1%E6%81%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E8%A7%86%E7%95%8C%E5%85%B3%E4%BF%A1%E6%81%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
207,江苏（城市待核实）,江苏新亿迪智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,255.0,41.0,2210万人民币,2000,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E6%96%B0%E4%BA%BF%E8%BF%AA%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E6%96%B0%E4%BA%BF%E8%BF%AA%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
208,江苏（城市待核实）,江苏优智享智能制造有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,251.0,43.0,1000万人民币,2018,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E4%BC%98%E6%99%BA%E4%BA%AB%E6%99%BA%E8%83%BD%E5%88%B6%E9%80%A0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E4%BC%98%E6%99%BA%E4%BA%AB%E6%99%BA%E8%83%BD%E5%88%B6%E9%80%A0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
209,江苏（城市待核实）,江苏擎天工业互联网有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,244.0,43.0,1137.5万人民币,2018,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E6%93%8E%E5%A4%A9%E5%B7%A5%E4%B8%9A%E4%BA%92%E8%81%94%E7%BD%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E6%93%8E%E5%A4%A9%E5%B7%A5%E4%B8%9A%E4%BA%92%E8%81%94%E7%BD%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
210,江苏（城市待核实）,江苏怡信天成信息技术服务有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,244.0,42.0,1000万人民币,2014,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E6%80%A1%E4%BF%A1%E5%A4%A9%E6%88%90%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%8D%E5%8A%A1%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E6%80%A1%E4%BF%A1%E5%A4%A9%E6%88%90%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%8D%E5%8A%A1%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
211,江苏（城市待核实）,江苏新思特系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,244.0,40.0,1001万人民币,2013,在业,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E6%96%B0%E6%80%9D%E7%89%B9%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E6%96%B0%E6%80%9D%E7%89%B9%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
212,江苏（城市待核实）,江苏金碧田系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,40.0,1008万人民币,2014,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E9%87%91%E7%A2%A7%E7%94%B0%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E9%87%91%E7%A2%A7%E7%94%B0%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
213,江苏（城市待核实）,江苏纵网行网络工程有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,40.0,2980万人民币,2010,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E7%BA%B5%E7%BD%91%E8%A1%8C%E7%BD%91%E7%BB%9C%E5%B7%A5%E7%A8%8B%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E7%BA%B5%E7%BD%91%E8%A1%8C%E7%BD%91%E7%BB%9C%E5%B7%A5%E7%A8%8B%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
214,江苏（城市待核实）,江苏电老虎工业互联网股份有限公司,中小集团,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,238.0,32.0,2143.3332万人民币,2011,存续,https://www.zhipin.com/web/geek/job?query=%E6%B1%9F%E8%8B%8F%E7%94%B5%E8%80%81%E8%99%8E%E5%B7%A5%E4%B8%9A%E4%BA%92%E8%81%94%E7%BD%91%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%B1%9F%E8%8B%8F%E7%94%B5%E8%80%81%E8%99%8E%E5%B7%A5%E4%B8%9A%E4%BA%92%E8%81%94%E7%BD%91%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
