序号,城市,公司名称,公司类型,目标岗位,总分,入门友好度,注册资本,成立年,登记状态,BOSS搜索,智联搜索,电话/邮箱,投递方式,已确认岗位,是否在招,联系状态,备注
97,无锡,无锡安腾软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,257.0,36.0,500万人民币,2005,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E5%AE%89%E8%85%BE%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E5%AE%89%E8%85%BE%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
98,无锡,无锡和风系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,256.0,40.0,1000万人民币,2011,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E5%92%8C%E9%A3%8E%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E5%92%8C%E9%A3%8E%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
99,无锡,无锡畅旭系统集成有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,254.0,46.0,500万人民币,2018,在业,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E7%95%85%E6%97%AD%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E7%95%85%E6%97%AD%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
100,无锡,无锡庚运智能科技有限公司,微型/初创,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,253.0,49.0,50万人民币,2022,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E5%BA%9A%E8%BF%90%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E5%BA%9A%E8%BF%90%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
101,无锡,无锡星耀红科软件开发有限公司,微型/初创,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,252.0,41.0,10万人民币,2009,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E6%98%9F%E8%80%80%E7%BA%A2%E7%A7%91%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E6%98%9F%E8%80%80%E7%BA%A2%E7%A7%91%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
102,无锡,无锡中叶软件开发有限公司,微型/初创,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,252.0,41.0,50万人民币,2011,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E4%B8%AD%E5%8F%B6%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E4%B8%AD%E5%8F%B6%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
103,无锡,无锡市含弘系统集成有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,251.0,49.0,100万人民币,2019,在业,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E5%B8%82%E5%90%AB%E5%BC%98%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E5%B8%82%E5%90%AB%E5%BC%98%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
104,无锡,无锡城市云计算中心有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,250.0,43.0,1000万人民币,2011,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E5%9F%8E%E5%B8%82%E4%BA%91%E8%AE%A1%E7%AE%97%E4%B8%AD%E5%BF%83%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E5%9F%8E%E5%B8%82%E4%BA%91%E8%AE%A1%E7%AE%97%E4%B8%AD%E5%BF%83%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
105,无锡,无锡宇玖系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,250.0,42.0,1000万人民币,2025,在业,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E5%AE%87%E7%8E%96%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E5%AE%87%E7%8E%96%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
106,无锡,无锡视维软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,250.0,40.0,100万人民币,2026,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E8%A7%86%E7%BB%B4%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E8%A7%86%E7%BB%B4%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
107,无锡,无锡坤石软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,250.0,40.0,100万人民币,2025,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E5%9D%A4%E7%9F%B3%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E5%9D%A4%E7%9F%B3%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
108,无锡,无锡澄云蔚蓝系统集成有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,247.0,46.0,600万人民币,2022,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E6%BE%84%E4%BA%91%E8%94%9A%E8%93%9D%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E6%BE%84%E4%BA%91%E8%94%9A%E8%93%9D%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
109,无锡,无锡领健科技股份有限公司,中小集团,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,246.0,34.0,2526.7325万人民币,2015,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E9%A2%86%E5%81%A5%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E9%A2%86%E5%81%A5%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
110,无锡,无锡东研系统集成有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,245.0,41.0,100万人民币,2008,在业,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E4%B8%9C%E7%A0%94%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E4%B8%9C%E7%A0%94%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
111,无锡,无锡数禾系统集成有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,244.0,49.0,100万人民币,2023,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E6%95%B0%E7%A6%BE%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E6%95%B0%E7%A6%BE%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
112,无锡,无锡市网景计算机系统集成有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,244.0,39.0,320万人民币,2003,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E5%B8%82%E7%BD%91%E6%99%AF%E8%AE%A1%E7%AE%97%E6%9C%BA%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E5%B8%82%E7%BD%91%E6%99%AF%E8%AE%A1%E7%AE%97%E6%9C%BA%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
113,无锡,无锡祥铭系统集成有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,243.0,41.0,100万人民币,2012,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E7%A5%A5%E9%93%AD%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E7%A5%A5%E9%93%AD%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
114,无锡,无锡腾航系统集成有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,243.0,41.0,100万人民币,2014,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E8%85%BE%E8%88%AA%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E8%85%BE%E8%88%AA%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
115,无锡,无锡灿鸿软件开发有限公司,微型/初创,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,40.0,10万人民币,2024,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E7%81%BF%E9%B8%BF%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E7%81%BF%E9%B8%BF%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
116,无锡,无锡贝森软件开发有限公司,微型/初创,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,242.0,40.0,20万人民币,2025,存续,https://www.zhipin.com/web/geek/job?query=%E6%97%A0%E9%94%A1%E8%B4%9D%E6%A3%AE%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E6%97%A0%E9%94%A1%E8%B4%9D%E6%A3%AE%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
117,无锡,中科怡海云计算无锡有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,241.0,49.0,201万人民币,2020,存续,https://www.zhipin.com/web/geek/job?query=%E4%B8%AD%E7%A7%91%E6%80%A1%E6%B5%B7%E4%BA%91%E8%AE%A1%E7%AE%97%E6%97%A0%E9%94%A1%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E4%B8%AD%E7%A7%91%E6%80%A1%E6%B5%B7%E4%BA%91%E8%AE%A1%E7%AE%97%E6%97%A0%E9%94%A1%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
118,苏州,苏州星克人工智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,286.0,43.0,1000万人民币,2019,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E6%98%9F%E5%85%8B%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E6%98%9F%E5%85%8B%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
119,苏州,苏州兄弟能仁人工智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,286.0,43.0,1000万人民币,2010,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%85%84%E5%BC%9F%E8%83%BD%E4%BB%81%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%85%84%E5%BC%9F%E8%83%BD%E4%BB%81%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
120,苏州,苏州同企人工智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,280.0,46.0,555.55万人民币,2019,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%90%8C%E4%BC%81%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%90%8C%E4%BC%81%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
121,苏州,苏州真目人工智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,280.0,46.0,500万人民币,2019,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E7%9C%9F%E7%9B%AE%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E7%9C%9F%E7%9B%AE%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
122,苏州,苏州中科迪宏人工智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,280.0,46.0,900万人民币,2021,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E4%B8%AD%E7%A7%91%E8%BF%AA%E5%AE%8F%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E4%B8%AD%E7%A7%91%E8%BF%AA%E5%AE%8F%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
123,苏州,苏州汇成软件开发科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,280.0,43.0,1800万人民币,2021,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E6%B1%87%E6%88%90%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E6%B1%87%E6%88%90%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
124,苏州,苏州深思考人工智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,279.0,49.0,100万人民币,2018,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E6%B7%B1%E6%80%9D%E8%80%83%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E6%B7%B1%E6%80%9D%E8%80%83%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
125,苏州,苏州微旭人工智能科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网） / 云平台/DevOps运维工程师,275.0,46.0,500万人民币,2023,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%BE%AE%E6%97%AD%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%BE%AE%E6%97%AD%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
126,苏州,苏州海赛人工智能有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,268.0,43.0,2501万人民币,2017,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E6%B5%B7%E8%B5%9B%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E6%B5%B7%E8%B5%9B%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
127,苏州,苏州卓米智能制造科技有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,265.0,46.0,669.6898万人民币,2018,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%8D%93%E7%B1%B3%E6%99%BA%E8%83%BD%E5%88%B6%E9%80%A0%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%8D%93%E7%B1%B3%E6%99%BA%E8%83%BD%E5%88%B6%E9%80%A0%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
128,苏州,苏州市人工智能有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,263.0,43.0,1000万人民币,2023,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%B8%82%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%B8%82%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
129,苏州,苏州奇岩网络系统集成有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,262.0,43.0,2000万人民币,2018,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%A5%87%E5%B2%A9%E7%BD%91%E7%BB%9C%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%A5%87%E5%B2%A9%E7%BD%91%E7%BB%9C%E7%B3%BB%E7%BB%9F%E9%9B%86%E6%88%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
130,苏州,苏州优敖智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,261.0,43.0,2794万人民币,2013,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E4%BC%98%E6%95%96%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E4%BC%98%E6%95%96%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
131,苏州,苏州华育智能科技股份有限公司,中小集团,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,260.0,35.0,2010万人民币,2012,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%8D%8E%E8%82%B2%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%8D%8E%E8%82%B2%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
132,苏州,苏州白星软件开发有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,257.0,43.0,1000万人民币,2023,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E7%99%BD%E6%98%9F%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E7%99%BD%E6%98%9F%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
133,苏州,苏州再灵物联网科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,256.0,43.0,1000万人民币,2019,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%86%8D%E7%81%B5%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%86%8D%E7%81%B5%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
134,苏州,苏州快捷智能科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,255.0,41.0,2200万人民币,2004,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E5%BF%AB%E6%8D%B7%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E5%BF%AB%E6%8D%B7%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
135,苏州,苏州优斯登物联网科技有限公司,中型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,254.0,43.0,2000万人民币,2015,存续,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E4%BC%98%E6%96%AF%E7%99%BB%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E4%BC%98%E6%96%AF%E7%99%BB%E7%89%A9%E8%81%94%E7%BD%91%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
136,苏州,苏州韬言软件开发有限公司,小型民企,技术支持工程师（IoT/云平台） / 项目实施/交付工程师（物联网）,251.0,38.0,800万人民币,2013,在业,https://www.zhipin.com/web/geek/job?query=%E8%8B%8F%E5%B7%9E%E9%9F%AC%E8%A8%80%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,https://sou.zhaopin.com/?kw=%E8%8B%8F%E5%B7%9E%E9%9F%AC%E8%A8%80%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,,,,,
